Year,Date,DayLabel,Month,Day,Mile,Waypoint,Lat,Lon,Elev_ft,SnowDepth_in,SWE_in
2024,2024-03-15,Mar-15,3,15,0.0,Snoqualmie Pass (Hwy 90),47.407447,-121.430052,3193.0,71.5,28.9
2024,2024-03-15,Mar-15,3,15,1.0,Mile 1.0,47.418288,-121.424192,3475.0,69.1,28.7
2024,2024-03-15,Mar-15,3,15,2.0,Mile 2.0,47.42623,-121.417504,2966.0,63.7,24.5
2024,2024-03-15,Mar-15,3,15,3.0,Mile 3.0,47.425435,-121.405356,3314.0,65.6,26.4
2024,2024-03-15,Mar-15,3,15,4.0,Mile 4.0,47.432661,-121.404496,3816.0,67.1,28.8
2024,2024-03-15,Mar-15,3,15,5.0,Gold Lake Bog area,47.443728,-121.393188,3983.0,66.1,28.7
2024,2024-03-15,Mar-15,3,15,6.0,Mile 6.0,47.43261,-121.397234,4604.0,71.6,33.3
2024,2024-03-15,Mar-15,3,15,7.0,Mile 7.0,47.439465,-121.386273,4982.0,72.4,34.8
2024,2024-03-15,Mar-15,3,15,8.0,Mile 8.0,47.448942,-121.381093,5396.0,73.6,36.7
2024,2024-03-15,Mar-15,3,15,9.0,Mile 9.0,47.458733,-121.368883,5460.0,72.9,36.4
2024,2024-03-15,Mar-15,3,15,10.0,Chikamin Peak area,47.464356,-121.353763,5192.0,70.6,34.4
2024,2024-03-15,Mar-15,3,15,11.0,Mile 11.0,47.464978,-121.344074,5368.0,71.4,35.2
2024,2024-03-15,Mar-15,3,15,12.0,Mile 12.0,47.471002,-121.336211,5153.0,69.7,33.7
2024,2024-03-15,Mar-15,3,15,13.0,Mile 13.0,47.47708,-121.326692,5619.0,72.1,36.2
2024,2024-03-15,Mar-15,3,15,14.0,Mile 14.0,47.473993,-121.315639,5783.0,73.0,37.1
2024,2024-03-15,Mar-15,3,15,15.0,Park Lakes Basin,47.463219,-121.307398,5643.0,72.4,36.3
2024,2024-03-15,Mar-15,3,15,16.0,Mile 16.0,47.45712,-121.300061,5425.0,71.1,34.9
2024,2024-03-15,Mar-15,3,15,17.0,Mile 17.0,47.451878,-121.292414,4908.0,68.0,31.7
2024,2024-03-15,Mar-15,3,15,18.0,Mile 18.0,47.452655,-121.281981,5207.0,69.5,33.3
2024,2024-03-15,Mar-15,3,15,19.0,Mile 19.0,47.455798,-121.276036,4540.0,65.3,29.2
2024,2024-03-15,Mar-15,3,15,20.0,Waptus River,47.458763,-121.272058,3963.0,61.7,25.7
2024,2024-03-15,Mar-15,3,15,21.0,Mile 21.0,47.460427,-121.266479,3460.0,58.5,22.6
2024,2024-03-15,Mar-15,3,15,22.0,Mile 22.0,47.469534,-121.256776,3293.0,57.2,21.4
2024,2024-03-15,Mar-15,3,15,23.0,Mile 23.0,47.480515,-121.25956,3224.0,56.6,21.0
2024,2024-03-15,Mar-15,3,15,24.0,Mile 24.0,47.493128,-121.260194,3362.0,57.3,21.8
2024,2024-03-15,Mar-15,3,15,25.0,Deep Lake / Cathedral Pass,47.488157,-121.252205,3827.0,60.0,24.5
2024,2024-03-15,Mar-15,3,15,26.0,Mile 26.0,47.489259,-121.24987,4303.0,62.8,27.3
2024,2024-03-15,Mar-15,3,15,27.0,Mile 27.0,47.490907,-121.247627,4791.0,65.7,30.2
2024,2024-03-15,Mar-15,3,15,28.0,Mile 28.0,47.494843,-121.247483,5221.0,68.3,32.8
2024,2024-03-15,Mar-15,3,15,29.0,Mile 29.0,47.496239,-121.245041,5579.0,70.4,34.9
2024,2024-03-15,Mar-15,3,15,30.0,Deception Pass,47.503156,-121.237008,5337.0,68.7,33.4
2024,2024-03-15,Mar-15,3,15,31.0,Mile 31.0,47.499875,-121.221,5404.0,69.0,33.7
2024,2024-03-15,Mar-15,3,15,32.0,Mile 32.0,47.502021,-121.215449,5035.0,66.7,31.4
2024,2024-03-15,Mar-15,3,15,33.0,Mile 33.0,47.506483,-121.21521,4676.0,64.5,29.3
2024,2024-03-15,Mar-15,3,15,34.0,Mile 34.0,47.509987,-121.214741,4205.0,61.6,26.5
2024,2024-03-15,Mar-15,3,15,35.0,Deception Creek,47.509743,-121.210218,3734.0,58.7,23.6
2024,2024-03-15,Mar-15,3,15,36.0,Mile 36.0,47.510592,-121.20641,3265.0,55.9,20.8
2024,2024-03-15,Mar-15,3,15,37.0,Mile 37.0,47.51858,-121.202126,3021.0,54.3,19.4
2024,2024-03-15,Mar-15,3,15,38.0,Mile 38.0,47.511507,-121.184333,3277.0,55.6,20.8
2024,2024-03-15,Mar-15,3,15,39.0,Mile 39.0,47.504868,-121.16623,3268.0,55.3,20.6
2024,2024-03-15,Mar-15,3,15,40.0,Surprise Lake Jct,47.509915,-121.150534,3378.0,55.7,21.3
2024,2024-03-15,Mar-15,3,15,41.0,Mile 41.0,47.517833,-121.142395,3874.0,58.5,24.3
2024,2024-03-15,Mar-15,3,15,42.0,Mile 42.0,47.52384,-121.136563,4216.0,60.4,26.4
2024,2024-03-15,Mar-15,3,15,43.0,Mile 43.0,47.534947,-121.137991,4417.0,61.6,27.6
2024,2024-03-15,Mar-15,3,15,44.0,Mile 44.0,47.540291,-121.133164,4589.0,62.6,28.6
2024,2024-03-15,Mar-15,3,15,45.0,Trap Pass area,47.544336,-121.131772,5044.0,65.3,31.4
2024,2024-03-15,Mar-15,3,15,46.0,Mile 46.0,47.549077,-121.131315,5462.0,67.9,33.9
2024,2024-03-15,Mar-15,3,15,47.0,Mile 47.0,47.556976,-121.128995,5383.0,67.5,33.5
2024,2024-03-15,Mar-15,3,15,48.0,Mile 48.0,47.561586,-121.128355,4671.0,63.3,29.2
2024,2024-03-15,Mar-15,3,15,49.0,Mile 49.0,47.56942,-121.134687,4345.0,61.7,27.3
2024,2024-03-15,Mar-15,3,15,50.0,Necklace Valley Jct,47.580034,-121.14542,3857.0,59.3,24.6
2024,2024-03-15,Mar-15,3,15,51.0,Mile 51.0,47.590005,-121.144128,4405.0,63.0,28.0
2024,2024-03-15,Mar-15,3,15,52.0,Mile 52.0,47.598228,-121.137829,4449.0,63.6,28.4
2024,2024-03-15,Mar-15,3,15,53.0,Mile 53.0,47.608607,-121.133321,4412.0,64.0,28.5
2024,2024-03-15,Mar-15,3,15,54.0,Mile 54.0,47.621391,-121.1418,4881.0,67.8,31.7
2024,2024-03-15,Mar-15,3,15,55.0,Hope Lake / Mig Lake,47.632917,-121.143762,5056.0,69.9,33.1
2024,2024-03-15,Mar-15,3,15,56.0,Mile 56.0,47.643689,-121.150707,5507.0,73.6,36.3
2024,2024-03-15,Mar-15,3,15,57.0,Mile 57.0,47.651952,-121.149938,5746.0,75.8,38.1
2024,2024-03-15,Mar-15,3,15,58.0,Mile 58.0,47.649715,-121.141587,5153.0,72.1,34.4
2024,2024-03-15,Mar-15,3,15,59.0,Mile 59.0,47.661315,-121.140089,4868.0,71.7,33.3
2024,2024-03-15,Mar-15,3,15,60.0,Cady Pass,47.670428,-121.132966,5009.0,73.7,34.6
2024,2024-03-15,Mar-15,3,15,61.0,Mile 61.0,47.676032,-121.126337,5581.0,77.9,38.4
2024,2024-03-15,Mar-15,3,15,62.0,Mile 62.0,47.683661,-121.114306,5246.0,76.9,36.8
2024,2024-03-15,Mar-15,3,15,63.0,Mile 63.0,47.689586,-121.098337,5111.0,76.9,36.4
2024,2024-03-15,Mar-15,3,15,64.0,Mile 64.0,47.693517,-121.088714,4616.0,74.4,33.6
2024,2024-03-15,Mar-15,3,15,65.0,Lake Valhalla area,47.703894,-121.089569,4656.0,75.6,34.2
2024,2024-03-15,Mar-15,3,15,66.0,Mile 66.0,47.704338,-121.074914,4482.0,74.5,33.2
2024,2024-03-15,Mar-15,3,15,67.0,Mile 67.0,47.712065,-121.065211,5281.0,79.7,38.1
2024,2024-03-15,Mar-15,3,15,68.0,Mile 68.0,47.720222,-121.063643,4867.0,77.6,35.8
2024,2024-03-15,Mar-15,3,15,69.0,Mile 69.0,47.724322,-121.077702,4611.0,76.5,34.5
2024,2024-03-15,Mar-15,3,15,70.4,Stevens Pass (Hwy 2),47.732427,-121.084095,5135.0,80.0,37.8
2024,2024-03-16,Mar-16,3,16,0.0,Snoqualmie Pass (Hwy 90),47.407447,-121.430052,3193.0,70.2,28.9
2024,2024-03-16,Mar-16,3,16,1.0,Mile 1.0,47.418288,-121.424192,3475.0,67.9,28.7
2024,2024-03-16,Mar-16,3,16,2.0,Mile 2.0,47.42623,-121.417504,2966.0,62.6,24.5
2024,2024-03-16,Mar-16,3,16,3.0,Mile 3.0,47.425435,-121.405356,3314.0,64.4,26.4
2024,2024-03-16,Mar-16,3,16,4.0,Mile 4.0,47.432661,-121.404496,3816.0,66.0,28.7
2024,2024-03-16,Mar-16,3,16,5.0,Gold Lake Bog area,47.443728,-121.393188,3983.0,65.0,28.6
2024,2024-03-16,Mar-16,3,16,6.0,Mile 6.0,47.43261,-121.397234,4604.0,70.5,33.2
2024,2024-03-16,Mar-16,3,16,7.0,Mile 7.0,47.439465,-121.386273,4982.0,71.3,34.7
2024,2024-03-16,Mar-16,3,16,8.0,Mile 8.0,47.448942,-121.381093,5396.0,72.6,36.5
2024,2024-03-16,Mar-16,3,16,9.0,Mile 9.0,47.458733,-121.368883,5460.0,71.8,36.3
2024,2024-03-16,Mar-16,3,16,10.0,Chikamin Peak area,47.464356,-121.353763,5192.0,69.6,34.2
2024,2024-03-16,Mar-16,3,16,11.0,Mile 11.0,47.464978,-121.344074,5368.0,70.4,35.1
2024,2024-03-16,Mar-16,3,16,12.0,Mile 12.0,47.471002,-121.336211,5153.0,68.7,33.6
2024,2024-03-16,Mar-16,3,16,13.0,Mile 13.0,47.47708,-121.326692,5619.0,71.1,36.1
2024,2024-03-16,Mar-16,3,16,14.0,Mile 14.0,47.473993,-121.315639,5783.0,72.1,37.0
2024,2024-03-16,Mar-16,3,16,15.0,Park Lakes Basin,47.463219,-121.307398,5643.0,71.4,36.2
2024,2024-03-16,Mar-16,3,16,16.0,Mile 16.0,47.45712,-121.300061,5425.0,70.2,34.8
2024,2024-03-16,Mar-16,3,16,17.0,Mile 17.0,47.451878,-121.292414,4908.0,67.0,31.6
2024,2024-03-16,Mar-16,3,16,18.0,Mile 18.0,47.452655,-121.281981,5207.0,68.6,33.2
2024,2024-03-16,Mar-16,3,16,19.0,Mile 19.0,47.455798,-121.276036,4540.0,64.4,29.1
2024,2024-03-16,Mar-16,3,16,20.0,Waptus River,47.458763,-121.272058,3963.0,60.8,25.5
2024,2024-03-16,Mar-16,3,16,21.0,Mile 21.0,47.460427,-121.266479,3460.0,57.6,22.4
2024,2024-03-16,Mar-16,3,16,22.0,Mile 22.0,47.469534,-121.256776,3293.0,56.3,21.2
2024,2024-03-16,Mar-16,3,16,23.0,Mile 23.0,47.480515,-121.25956,3224.0,55.8,20.8
2024,2024-03-16,Mar-16,3,16,24.0,Mile 24.0,47.493128,-121.260194,3362.0,56.5,21.6
2024,2024-03-16,Mar-16,3,16,25.0,Deep Lake / Cathedral Pass,47.488157,-121.252205,3827.0,59.2,24.4
2024,2024-03-16,Mar-16,3,16,26.0,Mile 26.0,47.489259,-121.24987,4303.0,62.0,27.2
2024,2024-03-16,Mar-16,3,16,27.0,Mile 27.0,47.490907,-121.247627,4791.0,64.9,30.1
2024,2024-03-16,Mar-16,3,16,28.0,Mile 28.0,47.494843,-121.247483,5221.0,67.4,32.7
2024,2024-03-16,Mar-16,3,16,29.0,Mile 29.0,47.496239,-121.245041,5579.0,69.6,34.8
2024,2024-03-16,Mar-16,3,16,30.0,Deception Pass,47.503156,-121.237008,5337.0,68.0,33.3
2024,2024-03-16,Mar-16,3,16,31.0,Mile 31.0,47.499875,-121.221,5404.0,68.2,33.6
2024,2024-03-16,Mar-16,3,16,32.0,Mile 32.0,47.502021,-121.215449,5035.0,65.9,31.3
2024,2024-03-16,Mar-16,3,16,33.0,Mile 33.0,47.506483,-121.21521,4676.0,63.7,29.2
2024,2024-03-16,Mar-16,3,16,34.0,Mile 34.0,47.509987,-121.214741,4205.0,60.9,26.4
2024,2024-03-16,Mar-16,3,16,35.0,Deception Creek,47.509743,-121.210218,3734.0,58.0,23.5
2024,2024-03-16,Mar-16,3,16,36.0,Mile 36.0,47.510592,-121.20641,3265.0,55.2,20.7
2024,2024-03-16,Mar-16,3,16,37.0,Mile 37.0,47.51858,-121.202126,3021.0,53.6,19.2
2024,2024-03-16,Mar-16,3,16,38.0,Mile 38.0,47.511507,-121.184333,3277.0,55.0,20.6
2024,2024-03-16,Mar-16,3,16,39.0,Mile 39.0,47.504868,-121.16623,3268.0,54.7,20.5
2024,2024-03-16,Mar-16,3,16,40.0,Surprise Lake Jct,47.509915,-121.150534,3378.0,55.1,21.1
2024,2024-03-16,Mar-16,3,16,41.0,Mile 41.0,47.517833,-121.142395,3874.0,57.9,24.2
2024,2024-03-16,Mar-16,3,16,42.0,Mile 42.0,47.52384,-121.136563,4216.0,59.9,26.2
2024,2024-03-16,Mar-16,3,16,43.0,Mile 43.0,47.534947,-121.137991,4417.0,61.1,27.5
2024,2024-03-16,Mar-16,3,16,44.0,Mile 44.0,47.540291,-121.133164,4589.0,62.1,28.5
2024,2024-03-16,Mar-16,3,16,45.0,Trap Pass area,47.544336,-121.131772,5044.0,64.8,31.2
2024,2024-03-16,Mar-16,3,16,46.0,Mile 46.0,47.549077,-121.131315,5462.0,67.4,33.8
2024,2024-03-16,Mar-16,3,16,47.0,Mile 47.0,47.556976,-121.128995,5383.0,67.0,33.3
2024,2024-03-16,Mar-16,3,16,48.0,Mile 48.0,47.561586,-121.128355,4671.0,62.8,29.1
2024,2024-03-16,Mar-16,3,16,49.0,Mile 49.0,47.56942,-121.134687,4345.0,61.1,27.2
2024,2024-03-16,Mar-16,3,16,50.0,Necklace Valley Jct,47.580034,-121.14542,3857.0,58.7,24.4
2024,2024-03-16,Mar-16,3,16,51.0,Mile 51.0,47.590005,-121.144128,4405.0,62.3,27.9
2024,2024-03-16,Mar-16,3,16,52.0,Mile 52.0,47.598228,-121.137829,4449.0,63.0,28.3
2024,2024-03-16,Mar-16,3,16,53.0,Mile 53.0,47.608607,-121.133321,4412.0,63.3,28.3
2024,2024-03-16,Mar-16,3,16,54.0,Mile 54.0,47.621391,-121.1418,4881.0,67.1,31.5
2024,2024-03-16,Mar-16,3,16,55.0,Hope Lake / Mig Lake,47.632917,-121.143762,5056.0,69.1,33.0
2024,2024-03-16,Mar-16,3,16,56.0,Mile 56.0,47.643689,-121.150707,5507.0,72.8,36.1
2024,2024-03-16,Mar-16,3,16,57.0,Mile 57.0,47.651952,-121.149938,5746.0,75.0,37.9
2024,2024-03-16,Mar-16,3,16,58.0,Mile 58.0,47.649715,-121.141587,5153.0,71.3,34.3
2024,2024-03-16,Mar-16,3,16,59.0,Mile 59.0,47.661315,-121.140089,4868.0,70.9,33.1
2024,2024-03-16,Mar-16,3,16,60.0,Cady Pass,47.670428,-121.132966,5009.0,72.8,34.5
2024,2024-03-16,Mar-16,3,16,61.0,Mile 61.0,47.676032,-121.126337,5581.0,77.0,38.2
2024,2024-03-16,Mar-16,3,16,62.0,Mile 62.0,47.683661,-121.114306,5246.0,76.0,36.7
2024,2024-03-16,Mar-16,3,16,63.0,Mile 63.0,47.689586,-121.098337,5111.0,76.0,36.2
2024,2024-03-16,Mar-16,3,16,64.0,Mile 64.0,47.693517,-121.088714,4616.0,73.4,33.4
2024,2024-03-16,Mar-16,3,16,65.0,Lake Valhalla area,47.703894,-121.089569,4656.0,74.6,34.1
2024,2024-03-16,Mar-16,3,16,66.0,Mile 66.0,47.704338,-121.074914,4482.0,73.5,33.0
2024,2024-03-16,Mar-16,3,16,67.0,Mile 67.0,47.712065,-121.065211,5281.0,78.7,38.0
2024,2024-03-16,Mar-16,3,16,68.0,Mile 68.0,47.720222,-121.063643,4867.0,76.6,35.7
2024,2024-03-16,Mar-16,3,16,69.0,Mile 69.0,47.724322,-121.077702,4611.0,75.5,34.4
2024,2024-03-16,Mar-16,3,16,70.4,Stevens Pass (Hwy 2),47.732427,-121.084095,5135.0,79.0,37.6
2024,2024-03-17,Mar-17,3,17,0.0,Snoqualmie Pass (Hwy 90),47.407447,-121.430052,3193.0,69.2,28.8
2024,2024-03-17,Mar-17,3,17,1.0,Mile 1.0,47.418288,-121.424192,3475.0,66.9,28.5
2024,2024-03-17,Mar-17,3,17,2.0,Mile 2.0,47.42623,-121.417504,2966.0,61.6,24.3
2024,2024-03-17,Mar-17,3,17,3.0,Mile 3.0,47.425435,-121.405356,3314.0,63.5,26.2
2024,2024-03-17,Mar-17,3,17,4.0,Mile 4.0,47.432661,-121.404496,3816.0,65.0,28.5
2024,2024-03-17,Mar-17,3,17,5.0,Gold Lake Bog area,47.443728,-121.393188,3983.0,64.0,28.5
2024,2024-03-17,Mar-17,3,17,6.0,Mile 6.0,47.43261,-121.397234,4604.0,69.5,33.1
2024,2024-03-17,Mar-17,3,17,7.0,Mile 7.0,47.439465,-121.386273,4982.0,70.4,34.6
2024,2024-03-17,Mar-17,3,17,8.0,Mile 8.0,47.448942,-121.381093,5396.0,71.7,36.4
2024,2024-03-17,Mar-17,3,17,9.0,Mile 9.0,47.458733,-121.368883,5460.0,70.9,36.1
2024,2024-03-17,Mar-17,3,17,10.0,Chikamin Peak area,47.464356,-121.353763,5192.0,68.7,34.1
2024,2024-03-17,Mar-17,3,17,11.0,Mile 11.0,47.464978,-121.344074,5368.0,69.5,35.0
2024,2024-03-17,Mar-17,3,17,12.0,Mile 12.0,47.471002,-121.336211,5153.0,67.8,33.4
2024,2024-03-17,Mar-17,3,17,13.0,Mile 13.0,47.47708,-121.326692,5619.0,70.3,36.0
2024,2024-03-17,Mar-17,3,17,14.0,Mile 14.0,47.473993,-121.315639,5783.0,71.2,36.9
2024,2024-03-17,Mar-17,3,17,15.0,Park Lakes Basin,47.463219,-121.307398,5643.0,70.6,36.0
2024,2024-03-17,Mar-17,3,17,16.0,Mile 16.0,47.45712,-121.300061,5425.0,69.3,34.7
2024,2024-03-17,Mar-17,3,17,17.0,Mile 17.0,47.451878,-121.292414,4908.0,66.1,31.5
2024,2024-03-17,Mar-17,3,17,18.0,Mile 18.0,47.452655,-121.281981,5207.0,67.7,33.1
2024,2024-03-17,Mar-17,3,17,19.0,Mile 19.0,47.455798,-121.276036,4540.0,63.5,28.9
2024,2024-03-17,Mar-17,3,17,20.0,Waptus River,47.458763,-121.272058,3963.0,59.9,25.4
2024,2024-03-17,Mar-17,3,17,21.0,Mile 21.0,47.460427,-121.266479,3460.0,56.8,22.3
2024,2024-03-17,Mar-17,3,17,22.0,Mile 22.0,47.469534,-121.256776,3293.0,55.5,21.1
2024,2024-03-17,Mar-17,3,17,23.0,Mile 23.0,47.480515,-121.25956,3224.0,54.9,20.7
2024,2024-03-17,Mar-17,3,17,24.0,Mile 24.0,47.493128,-121.260194,3362.0,55.6,21.5
2024,2024-03-17,Mar-17,3,17,25.0,Deep Lake / Cathedral Pass,47.488157,-121.252205,3827.0,58.4,24.2
2024,2024-03-17,Mar-17,3,17,26.0,Mile 26.0,47.489259,-121.24987,4303.0,61.2,27.1
2024,2024-03-17,Mar-17,3,17,27.0,Mile 27.0,47.490907,-121.247627,4791.0,64.1,30.0
2024,2024-03-17,Mar-17,3,17,28.0,Mile 28.0,47.494843,-121.247483,5221.0,66.6,32.5
2024,2024-03-17,Mar-17,3,17,29.0,Mile 29.0,47.496239,-121.245041,5579.0,68.7,34.7
2024,2024-03-17,Mar-17,3,17,30.0,Deception Pass,47.503156,-121.237008,5337.0,67.2,33.2
2024,2024-03-17,Mar-17,3,17,31.0,Mile 31.0,47.499875,-121.221,5404.0,67.4,33.4
2024,2024-03-17,Mar-17,3,17,32.0,Mile 32.0,47.502021,-121.215449,5035.0,65.1,31.2
2024,2024-03-17,Mar-17,3,17,33.0,Mile 33.0,47.506483,-121.21521,4676.0,63.0,29.0
2024,2024-03-17,Mar-17,3,17,34.0,Mile 34.0,47.509987,-121.214741,4205.0,60.1,26.2
2024,2024-03-17,Mar-17,3,17,35.0,Deception Creek,47.509743,-121.210218,3734.0,57.3,23.4
2024,2024-03-17,Mar-17,3,17,36.0,Mile 36.0,47.510592,-121.20641,3265.0,54.4,20.5
2024,2024-03-17,Mar-17,3,17,37.0,Mile 37.0,47.51858,-121.202126,3021.0,52.9,19.1
2024,2024-03-17,Mar-17,3,17,38.0,Mile 38.0,47.511507,-121.184333,3277.0,54.2,20.5
2024,2024-03-17,Mar-17,3,17,39.0,Mile 39.0,47.504868,-121.16623,3268.0,54.0,20.4
2024,2024-03-17,Mar-17,3,17,40.0,Surprise Lake Jct,47.509915,-121.150534,3378.0,54.4,21.0
2024,2024-03-17,Mar-17,3,17,41.0,Mile 41.0,47.517833,-121.142395,3874.0,57.3,24.1
2024,2024-03-17,Mar-17,3,17,42.0,Mile 42.0,47.52384,-121.136563,4216.0,59.2,26.1
2024,2024-03-17,Mar-17,3,17,43.0,Mile 43.0,47.534947,-121.137991,4417.0,60.4,27.4
2024,2024-03-17,Mar-17,3,17,44.0,Mile 44.0,47.540291,-121.133164,4589.0,61.4,28.4
2024,2024-03-17,Mar-17,3,17,45.0,Trap Pass area,47.544336,-121.131772,5044.0,64.1,31.1
2024,2024-03-17,Mar-17,3,17,46.0,Mile 46.0,47.549077,-121.131315,5462.0,66.7,33.7
2024,2024-03-17,Mar-17,3,17,47.0,Mile 47.0,47.556976,-121.128995,5383.0,66.3,33.2
2024,2024-03-17,Mar-17,3,17,48.0,Mile 48.0,47.561586,-121.128355,4671.0,62.1,29.0
2024,2024-03-17,Mar-17,3,17,49.0,Mile 49.0,47.56942,-121.134687,4345.0,60.4,27.1
2024,2024-03-17,Mar-17,3,17,50.0,Necklace Valley Jct,47.580034,-121.14542,3857.0,58.0,24.3
2024,2024-03-17,Mar-17,3,17,51.0,Mile 51.0,47.590005,-121.144128,4405.0,61.6,27.8
2024,2024-03-17,Mar-17,3,17,52.0,Mile 52.0,47.598228,-121.137829,4449.0,62.2,28.2
2024,2024-03-17,Mar-17,3,17,53.0,Mile 53.0,47.608607,-121.133321,4412.0,62.6,28.2
2024,2024-03-17,Mar-17,3,17,54.0,Mile 54.0,47.621391,-121.1418,4881.0,66.4,31.4
2024,2024-03-17,Mar-17,3,17,55.0,Hope Lake / Mig Lake,47.632917,-121.143762,5056.0,68.4,32.9
2024,2024-03-17,Mar-17,3,17,56.0,Mile 56.0,47.643689,-121.150707,5507.0,72.0,36.0
2024,2024-03-17,Mar-17,3,17,57.0,Mile 57.0,47.651952,-121.149938,5746.0,74.2,37.8
2024,2024-03-17,Mar-17,3,17,58.0,Mile 58.0,47.649715,-121.141587,5153.0,70.5,34.2
2024,2024-03-17,Mar-17,3,17,59.0,Mile 59.0,47.661315,-121.140089,4868.0,70.1,33.0
2024,2024-03-17,Mar-17,3,17,60.0,Cady Pass,47.670428,-121.132966,5009.0,72.0,34.4
2024,2024-03-17,Mar-17,3,17,61.0,Mile 61.0,47.676032,-121.126337,5581.0,76.2,38.1
2024,2024-03-17,Mar-17,3,17,62.0,Mile 62.0,47.683661,-121.114306,5246.0,75.2,36.6
2024,2024-03-17,Mar-17,3,17,63.0,Mile 63.0,47.689586,-121.098337,5111.0,75.2,36.1
2024,2024-03-17,Mar-17,3,17,64.0,Mile 64.0,47.693517,-121.088714,4616.0,72.6,33.3
2024,2024-03-17,Mar-17,3,17,65.0,Lake Valhalla area,47.703894,-121.089569,4656.0,73.8,34.0
2024,2024-03-17,Mar-17,3,17,66.0,Mile 66.0,47.704338,-121.074914,4482.0,72.7,32.9
2024,2024-03-17,Mar-17,3,17,67.0,Mile 67.0,47.712065,-121.065211,5281.0,77.9,37.9
2024,2024-03-17,Mar-17,3,17,68.0,Mile 68.0,47.720222,-121.063643,4867.0,75.8,35.6
2024,2024-03-17,Mar-17,3,17,69.0,Mile 69.0,47.724322,-121.077702,4611.0,74.7,34.2
2024,2024-03-17,Mar-17,3,17,70.4,Stevens Pass (Hwy 2),47.732427,-121.084095,5135.0,78.1,37.5
2024,2024-03-18,Mar-18,3,18,0.0,Snoqualmie Pass (Hwy 90),47.407447,-121.430052,3193.0,68.4,28.7
2024,2024-03-18,Mar-18,3,18,1.0,Mile 1.0,47.418288,-121.424192,3475.0,66.1,28.5
2024,2024-03-18,Mar-18,3,18,2.0,Mile 2.0,47.42623,-121.417504,2966.0,60.8,24.3
2024,2024-03-18,Mar-18,3,18,3.0,Mile 3.0,47.425435,-121.405356,3314.0,62.7,26.1
2024,2024-03-18,Mar-18,3,18,4.0,Mile 4.0,47.432661,-121.404496,3816.0,64.3,28.4
2024,2024-03-18,Mar-18,3,18,5.0,Gold Lake Bog area,47.443728,-121.393188,3983.0,63.3,28.4
2024,2024-03-18,Mar-18,3,18,6.0,Mile 6.0,47.43261,-121.397234,4604.0,68.8,33.0
2024,2024-03-18,Mar-18,3,18,7.0,Mile 7.0,47.439465,-121.386273,4982.0,69.7,34.5
2024,2024-03-18,Mar-18,3,18,8.0,Mile 8.0,47.448942,-121.381093,5396.0,70.9,36.3
2024,2024-03-18,Mar-18,3,18,9.0,Mile 9.0,47.458733,-121.368883,5460.0,70.2,36.0
2024,2024-03-18,Mar-18,3,18,10.0,Chikamin Peak area,47.464356,-121.353763,5192.0,68.0,34.0
2024,2024-03-18,Mar-18,3,18,11.0,Mile 11.0,47.464978,-121.344074,5368.0,68.8,34.9
2024,2024-03-18,Mar-18,3,18,12.0,Mile 12.0,47.471002,-121.336211,5153.0,67.1,33.3
2024,2024-03-18,Mar-18,3,18,13.0,Mile 13.0,47.47708,-121.326692,5619.0,69.6,35.9
2024,2024-03-18,Mar-18,3,18,14.0,Mile 14.0,47.473993,-121.315639,5783.0,70.5,36.7
2024,2024-03-18,Mar-18,3,18,15.0,Park Lakes Basin,47.463219,-121.307398,5643.0,69.9,35.9
2024,2024-03-18,Mar-18,3,18,16.0,Mile 16.0,47.45712,-121.300061,5425.0,68.6,34.6
2024,2024-03-18,Mar-18,3,18,17.0,Mile 17.0,47.451878,-121.292414,4908.0,65.5,31.4
2024,2024-03-18,Mar-18,3,18,18.0,Mile 18.0,47.452655,-121.281981,5207.0,67.0,33.0
2024,2024-03-18,Mar-18,3,18,19.0,Mile 19.0,47.455798,-121.276036,4540.0,62.8,28.8
2024,2024-03-18,Mar-18,3,18,20.0,Waptus River,47.458763,-121.272058,3963.0,59.2,25.3
2024,2024-03-18,Mar-18,3,18,21.0,Mile 21.0,47.460427,-121.266479,3460.0,56.1,22.2
2024,2024-03-18,Mar-18,3,18,22.0,Mile 22.0,47.469534,-121.256776,3293.0,54.8,21.0
2024,2024-03-18,Mar-18,3,18,23.0,Mile 23.0,47.480515,-121.25956,3224.0,54.3,20.6
2024,2024-03-18,Mar-18,3,18,24.0,Mile 24.0,47.493128,-121.260194,3362.0,55.0,21.4
2024,2024-03-18,Mar-18,3,18,25.0,Deep Lake / Cathedral Pass,47.488157,-121.252205,3827.0,57.7,24.1
2024,2024-03-18,Mar-18,3,18,26.0,Mile 26.0,47.489259,-121.24987,4303.0,60.6,26.9
2024,2024-03-18,Mar-18,3,18,27.0,Mile 27.0,47.490907,-121.247627,4791.0,63.4,29.8
2024,2024-03-18,Mar-18,3,18,28.0,Mile 28.0,47.494843,-121.247483,5221.0,66.0,32.4
2024,2024-03-18,Mar-18,3,18,29.0,Mile 29.0,47.496239,-121.245041,5579.0,68.1,34.6
2024,2024-03-18,Mar-18,3,18,30.0,Deception Pass,47.503156,-121.237008,5337.0,66.5,33.0
2024,2024-03-18,Mar-18,3,18,31.0,Mile 31.0,47.499875,-121.221,5404.0,66.8,33.3
2024,2024-03-18,Mar-18,3,18,32.0,Mile 32.0,47.502021,-121.215449,5035.0,64.5,31.1
